student_id,trial_id,ResponseTime,Delta_TP9_mean,Delta_TP9_std,Delta_TP9_var,Delta_TP9_min,Delta_TP9_max,Delta_AF7_mean,Delta_AF7_std,Delta_AF7_var,Delta_AF7_min,Delta_AF7_max,Delta_AF8_mean,Delta_AF8_std,Delta_AF8_var,Delta_AF8_min,Delta_AF8_max,Delta_TP10_mean,Delta_TP10_std,Delta_TP10_var,Delta_TP10_min,Delta_TP10_max,Theta_TP9_mean,Theta_TP9_std,Theta_TP9_var,Theta_TP9_min,Theta_TP9_max,Theta_AF7_mean,Theta_AF7_std,Theta_AF7_var,Theta_AF7_min,Theta_AF7_max,Theta_AF8_mean,Theta_AF8_std,Theta_AF8_var,Theta_AF8_min,Theta_AF8_max,Theta_TP10_mean,Theta_TP10_std,Theta_TP10_var,Theta_TP10_min,Theta_TP10_max,Alpha_TP9_mean,Alpha_TP9_std,Alpha_TP9_var,Alpha_TP9_min,Alpha_TP9_max,Alpha_AF7_mean,Alpha_AF7_std,Alpha_AF7_var,Alpha_AF7_min,Alpha_AF7_max,Alpha_AF8_mean,Alpha_AF8_std,Alpha_AF8_var,Alpha_AF8_min,Alpha_AF8_max,Alpha_TP10_mean,Alpha_TP10_std,Alpha_TP10_var,Alpha_TP10_min,Alpha_TP10_max,Beta_TP9_mean,Beta_TP9_std,Beta_TP9_var,Beta_TP9_min,Beta_TP9_max,Beta_AF7_mean,Beta_AF7_std,Beta_AF7_var,Beta_AF7_min,Beta_AF7_max,Beta_AF8_mean,Beta_AF8_std,Beta_AF8_var,Beta_AF8_min,Beta_AF8_max,Beta_TP10_mean,Beta_TP10_std,Beta_TP10_var,Beta_TP10_min,Beta_TP10_max,Gamma_TP9_mean,Gamma_TP9_std,Gamma_TP9_var,Gamma_TP9_min,Gamma_TP9_max,Gamma_AF7_mean,Gamma_AF7_std,Gamma_AF7_var,Gamma_AF7_min,Gamma_AF7_max,Gamma_AF8_mean,Gamma_AF8_std,Gamma_AF8_var,Gamma_AF8_min,Gamma_AF8_max,Gamma_TP10_mean,Gamma_TP10_std,Gamma_TP10_var,Gamma_TP10_min,Gamma_TP10_max,ET_PupilLeft_mean,ET_PupilLeft_std,ET_PupilLeft_var,ET_PupilLeft_min,ET_PupilLeft_max,ET_PupilRight_mean,ET_PupilRight_std,ET_PupilRight_var,ET_PupilRight_min,ET_PupilRight_max,ET_GazeLeftx_mean,ET_GazeLeftx_std,ET_GazeLeftx_var,ET_GazeLeftx_min,ET_GazeLeftx_max,ET_GazeLefty_mean,ET_GazeLefty_std,ET_GazeLefty_var,ET_GazeLefty_min,ET_GazeLefty_max,Fixation Duration_mean,Fixation Duration_std,Fixation Duration_var,Fixation Duration_min,Fixation Duration_max,Saccade Amplitude_mean,Saccade Amplitude_std,Saccade Amplitude_var,Saccade Amplitude_min,Saccade Amplitude_max,Saccade Peak Velocity_mean,Saccade Peak Velocity_std,Saccade Peak Velocity_var,Saccade Peak Velocity_min,Saccade Peak Velocity_max
1,1_0,10.369815700003528,0.24945255987632406,0.12418904902079572,0.015422919896689603,-0.0055800867,0.44103944,-0.22523341378511977,0.17394844007084256,0.030258059803079506,-0.564646,0.22924817,0.08045096488634931,0.284393924170593,0.08087990410514902,-0.54874605,0.6041329,0.8534779157219421,0.242878310740936,0.05898987382837067,0.34456557,1.1820853,0.46109421877679696,0.11660643919346163,0.013597061661378465,0.1713389,0.6717024,-0.3127333764501891,0.11984783067891888,0.01436350251844281,-0.65775,-0.13056388,-0.225735348756116,0.26054221571532354,0.06788224616985018,-0.78826886,0.1891333,0.7838297335813367,0.13192408340546863,0.017403963782373043,0.51826483,1.0719224,0.7966649655233292,0.15155518556176756,0.022968974270661798,0.49364665,1.0791397,-0.10904518255044136,0.15161480461999033,0.022987048979957837,-0.40869138,0.14292695,-0.1583588895141866,0.13812595544484962,0.019078779567552582,-0.35767838,0.2717789,1.1287450337799496,0.2404436305862837,0.05781313948951327,0.6614695,1.4679587,0.40515554205863813,0.05432814038527223,0.0029515468377218474,0.2914445,0.50128716,-0.4153886473549811,0.06860357265601816,0.004706450181169562,-0.57183874,-0.2739966,-0.29121259988650694,0.08546404363664858,0.007304102754726973,-0.51299274,-0.14021063,1.3724267097414882,0.10030023340592317,0.010060136821282668,1.2048831,1.579734,-0.35982099624527114,0.07094033431166565,0.005032531032250886,-0.49649966,-0.20170392,-0.9338057983354351,0.13572079125506514,0.018420133178900965,-1.2006481,-0.7324227,-0.7462872942213116,0.08763897862869627,0.00768059057508108,-0.93482935,-0.5883901,1.2086333787200505,0.05172129166850951,0.002675092011859031,1.0567617,1.391136,0.1674952495528991,1.8225418892892165,3.321658938213907,-1.0,3.70977783203125,0.21307322797047565,1.8926877712547432,3.582266999457247,-1.0,3.389007568359375,906.0562248995984,354.503799389452,125672.94378155685,-1.0,1742.0,638.5630522088353,260.14049552481896,67673.07741189835,-1.0,1046.0,1358.81904567001,1344.0871669909839,1806570.3124698491,83.3257499999891,3183.12745,7.773024971865915,6.158511368130496,37.92726227139255,0.864863580207838,19.5579913507853,239.87295389639192,158.02547081561028,24972.049426495294,30.0871910939591,585.19132567777
1,1_1,7.913991500012344,1.0339875397055165,0.3190107879587721,0.10176788283407663,0.397502,1.4673387,0.4996563738834509,0.40073872938182,0.16059152922655553,-0.42967826,1.1925479,0.6063565349979262,0.4562885738842269,0.20819926265730157,-0.2757055,1.5453264,0.7600871544628784,0.21981483935444682,0.04831856360042126,0.59745985,1.2031536,0.6842381137536291,0.31336442042355483,0.09819725998739041,0.18147883,1.1983461,-0.09505684289713813,0.34458115962516606,0.11873617556862416,-0.5404352,0.5913548,0.06686440131045208,0.48922328121106773,0.23933941887892343,-0.74867463,0.9880207,1.01563643794691,0.05381991306201084,0.002896583042002405,0.8761107,1.1053504,0.9222062973413521,0.30276986621059265,0.09166959188518016,0.50828296,1.4099978,0.039563047217337166,0.3394868605295736,0.11525132847222617,-0.5026826,0.6981946,0.19860517357221066,0.35158400449668736,0.12361131221792669,-0.41152787,0.86719245,1.231277774118623,0.09111540081722203,0.008302016266083024,1.16414,1.4057363,0.5343535026296143,0.10264322804043055,0.01053563226255983,0.37874615,0.7749986,-0.3833406701368727,0.10492627444203867,0.011009523068286018,-0.5315608,-0.096695244,-0.10809148852140192,0.12403141775404354,0.015383792590078068,-0.40895244,0.016984083,1.2641670944421401,0.04300872635055954,0.0018497505422973143,1.2065178,1.3612385,-0.1709247097465738,0.12831599364912125,0.016464994226161326,-0.415388,0.042007636,-0.8895626966486937,0.10592404032004497,0.011219902317722512,-1.1068509,-0.71058345,-0.42579433305682285,0.27102625855263834,0.07345523282504156,-0.75922245,-0.063695565,1.2722210537951057,0.0954070015544142,0.009102495945603995,1.0742491,1.3367589,0.17063759251644736,1.805493563146726,3.25980700656426,-1.0,3.6016082763671875,0.3179809088456003,1.923188847386078,3.698655342710192,-1.0,3.5323944091796875,915.9673684210526,482.541436700741,232846.23813321523,-1.0,1601.0,561.2515789473684,233.29412883893625,54426.15055071818,-1.0,1037.0,240.96389379795684,90.23903013615309,8143.082559913546,66.6516500000143,516.635500000004,6.541469383808817,5.69068294670344,32.38387239990134,0.310115205467108,18.3485557131684,208.7566051975167,160.87006427461387,25879.1775797184,33.0502459858533,629.009008522685
1,1_2,7.654472000009264,0.8275830202182285,0.18822818546740921,0.0354298498043534,0.23953593,1.0633396,0.6142664091848523,0.46516978312643226,0.216382927133892,-0.3166561,1.1925479,0.8025914179994437,0.570322470763948,0.3252677206582944,-0.2745417,1.5454063,1.1256729379075736,0.20391725091127832,0.04158224521921324,0.7867392,1.5108542,0.732817872982456,0.20266595655943648,0.041073489948151395,0.18706325,0.9592532,0.096183907195721,0.40832848508531727,0.16673215173207015,-0.41406965,0.672747,0.31700545909370986,0.583853452808914,0.3408848543568907,-0.5716076,1.0285283,0.9154368367907574,0.11342311151771728,0.012864802226360529,0.49778366,1.0754106,0.8968791485537013,0.1671357422891247,0.027934356350536704,0.6275344,1.157912,0.18407586373709883,0.3164500404294631,0.10014062808780885,-0.3270421,0.6953427,0.42302759439982884,0.31282697509970536,0.09786071635003168,-0.25562578,0.8165809,1.1923275714163457,0.10170291283065121,0.010343482478239038,0.9174091,1.3125457,0.5696347450919983,0.1047609490096487,0.010974856437402217,0.36102766,0.769283,-0.31611903389816004,0.120578122814727,0.014539083701523388,-0.5397426,-0.09634551,-0.09888141436478391,0.0680248309674656,0.0046273776281522665,-0.23956922,0.0066169766,1.2994108119383825,0.07635537817361158,0.005830143776035241,1.1796348,1.5029538,-0.11874555162344887,0.12284483239417235,0.015090852845952296,-0.366269,0.08389397,-0.8969027914591357,0.10418038390371127,0.010853552390324662,-1.0402248,-0.7199126,-0.5670206719940094,0.13793516377148438,0.019026109404666217,-0.74477416,-0.31419688,1.166606678647839,0.09954260402665899,0.009908730016408226,1.0632627,1.448325,0.17743425223822168,1.822879970192766,3.3228913857299793,-1.0,3.73455810546875,0.2792864032820159,1.9229675815026563,3.6978043195101753,-1.0,3.4690093994140625,812.5043572984749,485.77155066526603,235973.99943573715,-1.0,1655.0,498.2124183006536,264.5978978050014,70012.04752282599,-1.0,1016.0,446.95321535580587,283.3851077141697,80307.11927417155,108.284699999989,950.27350000001,6.616173315509275,4.415557460063567,19.497147683123025,0.290973864610412,15.1477243374501,231.32082233191178,137.98781839316996,19040.638024906453,30.9090549207823,475.637763737273
1,1_3,14.597205400001258,0.9608429223902331,0.2764595282003819,0.07642987073277775,0.32782337,1.4084591,0.3656535046888441,0.4433846303149228,0.19658993039950076,-0.4843246,0.98933744,0.6802434346440412,0.5259943821943781,0.2766700901000455,-0.54903173,1.3735518,1.3674050708109322,0.21293963014244666,0.04534328608520198,0.9316475,1.5108542,0.8086851342853943,0.22539666996533053,0.05080365883146014,0.3078026,1.1749742,0.10349073765439518,0.2530977048405148,0.06405844819553635,-0.5183051,0.51083976,0.32601445942271506,0.38354767800877293,0.14710882130592137,-0.41159916,0.88472205,0.8481617257078853,0.0381294058228721,0.001453851588405273,0.7129554,0.8707451,1.12649322374776,0.24292945086134002,0.059014718095792215,0.57307506,1.3862123,0.1830332059451165,0.2627175670452669,0.06902052003418431,-0.32280475,0.53978866,0.440286562704301,0.2526296388518872,0.06382173442643498,-0.23179112,0.7764184,1.1186660115098566,0.12157314040851923,0.014780028468789532,0.861911,1.2009155,0.5267592787410393,0.08233056034361207,0.006778321166493148,0.3179467,0.6630695,-0.38499046696012545,0.0876556370327103,0.007683510703610254,-0.5618421,-0.22568384,-0.21867080951512094,0.12420117165640508,0.0154259310408238,-0.506585,0.00874629,1.2727374047939068,0.030812898307813634,0.0009494347021276643,1.2013237,1.2934303,-0.17864086334162185,0.0654113107323817,0.004278639571728193,-0.37751836,-0.060753565,-0.9632588746146952,0.06741447389562731,0.0045447112906242156,-1.1377584,-0.7882785,-0.6692772802128135,0.15482253547619373,0.02397001749127727,-0.9660536,-0.3031885,1.2418752496415775,0.08650873244943878,0.007483760790008582,1.1419224,1.4035527,0.14676885735498715,1.8015729559933904,3.2456651157667626,-1.0,3.6498870849609375,0.25375036997337863,1.8997882702688107,3.6091954718509593,-1.0,3.618667602539064,837.5553652968036,372.07999532101206,138443.52291808437,-1.0,1461.0,480.4263698630137,222.0901984657301,49324.056254547395,-1.0,1021.0,417.90908120848854,283.6054267413123,80432.03807712183,74.9918999999936,1099.87159999995,5.050328082246816,3.6206960411797913,13.109439822615013,0.527999712704847,14.1618640112412,196.92479841412606,139.85862149104713,19560.43400537599,36.2627045720325,578.119902821149
1,1_4,16.47656550000829,0.8823686315692124,0.2325934294952701,0.05409970344437118,0.4886672,1.4644289,0.4689132229744829,0.35372526444705116,0.1251215627081363,-0.35120827,1.0232937,0.805099545982498,0.33187274499526137,0.11013951887068979,0.23975134,1.398768,1.0335016654534606,0.1289922495323681,0.016639000439420716,0.9197797,1.3821212,0.6919012173229913,0.2146848154618067,0.046089569989869995,0.22126392,1.0511317,0.10922642700059668,0.2600072829986968,0.0676037872123644,-0.5150493,0.66073626,0.3550502210084328,0.3200978685016584,0.10246264541930497,-0.6074412,0.9011881,0.6399643075049721,0.20682904096210786,0.042778252185305295,0.025930025,0.87100446,0.9352209481503581,0.20664972570486193,0.04270410913389468,0.61979055,1.3568511,0.20882451361555288,0.2667960441209125,0.07118012915856789,-0.3143561,0.57668173,0.4079619466475736,0.23971013848026992,0.057460950490230187,-0.1556284,0.7949772,1.0001875785242644,0.10364151137357208,0.010741562879798272,0.93361175,1.3051633,0.525848687746619,0.1381920257650523,0.019097035985048874,0.23529327,0.8737639,-0.35163457404932386,0.09133720817782567,0.008342485597719464,-0.52477235,-0.17385377,-0.2070624243001193,0.10991165079075856,0.012080570979549657,-0.4396306,-0.006321914,1.2657175130270486,0.04379715992347077,0.0019181912173620742,1.1936541,1.4608159,-0.18709234984416667,0.07855810283863679,0.006171375521605835,-0.38543212,0.033049736,-0.9379550677863961,0.08404667514666055,0.007063843603208287,-1.0745685,-0.7038533,-0.748614833902148,0.12521687009406918,0.015679264556155,-0.8889414,-0.3551766,1.2466306539777248,0.1258770103781215,0.015845021741733707,1.0438384,1.4035527,0.05519108634798226,1.7317253357373077,2.998872638434491,-1.0,3.80615234375,0.03895330356719461,1.7774577076877984,3.1593559026187634,-1.0,3.6454925537109375,905.7718765806778,496.97904901523873,246988.17516009105,-1.0,1598.0,469.903894790086,228.65605606169572,52283.59197368934,-1.0,1040.0,276.8521999379284,109.14312159919112,11912.22099241582,66.8881499999843,500.007000000012,5.174702000406979,4.888733360855218,23.89971387353875,0.340872786915422,17.7257603122597,177.2479345182366,144.93223548405925,21005.352882406805,31.4284829809145,562.836758959756
1,1_5,17.546051800003625,0.804392900949804,0.25797237820558677,0.06654974791704629,0.43870294,1.5170628,0.5384069694323568,0.31577565948908326,0.09971426712576545,-0.25826836,1.0102402,0.6047195414995336,0.4173237275078816,0.17415909354107262,-0.47899523,1.3024703,1.2693740078802016,0.237697346001815,0.05650002829630655,0.891896,1.4744725,0.6891189236238104,0.22686235268490468,0.05146652706573008,0.13402557,1.2156385,0.10351593272457547,0.2753970436813091,0.07584353166840486,-0.3774488,0.6224694,0.25346221493724574,0.3392410525829934,0.11508449175761731,-0.6408954,0.8155902,0.8079400344597872,0.21238530711625553,0.045107518678866185,0.4408495,0.9639733,1.035323961136406,0.18983434381733155,0.036037078092556844,0.3629542,1.3674572,0.11948738614536294,0.24213973932915003,0.05863165336238873,-0.3099556,0.4321181,0.3731153297419295,0.3194651998156796,0.10205801389327208,-0.5568775,0.84468,0.9148567534969211,0.1242621101535897,0.015441072019822862,0.8365075,1.2816231,0.5360724548945699,0.11319754196373773,0.012813683506632164,0.3113265,0.77016705,-0.3957439129800336,0.07101182666819177,0.0050426795267533115,-0.58726287,-0.24806076,-0.2228825825892517,0.11712416263245594,0.013718069472353989,-0.4812725,0.0006616266,1.243854824892704,0.07793337272477269,0.006073610584258344,1.1859709,1.476697,-0.18851291583978727,0.12162289704243685,0.014792129084995194,-0.5102078,0.059194274,-0.9554140412632953,0.06797064389335268,0.004620008431276962,-1.1006513,-0.82597816,-0.6843046441183056,0.11776979388160683,0.013869724350916155,-0.9111458,-0.33093747,1.2454094644709837,0.05523804139825771,0.0030512412175156332,1.1795576,1.4195753,0.08000856202099285,1.7672041197375015,3.123010400817197,-1.0,3.611602783203125,0.1651653061565171,1.8492862445747895,3.4198596143735283,-1.0,3.372283935546875,777.9320987654321,417.6842249556254,174460.11177678147,-1.0,1699.0,456.2630579297246,225.15176013234287,50693.31509069206,-1.0,1035.0,330.5900257344596,187.17520179159598,35034.55616572468,82.9184999999998,749.968449999986,5.673720223150208,4.679481106287226,21.89754342409912,0.315154411261171,16.5340337007754,191.3229394161732,137.72647724524154,18968.582534384037,31.6213419411273,570.458220502754
1,1_6,26.0444800999976,0.819769822610999,0.33110170336471023,0.10962833797101257,0.12898293,1.5462587,0.5552183800295155,0.3205386793634818,0.102745044968085,-0.3540833,1.2089424,0.7374367742397829,0.4247211422172642,0.18038804864633756,-0.76566595,1.3101717,1.185261062317104,0.25930272742432103,0.06723790444969174,0.8000405,1.5644902,0.5934725501589304,0.24679052701363377,0.0609055642236671,0.17617355,1.094633,0.1392872866898398,0.21272796828131144,0.04525318848909464,-0.29169813,0.5629966,0.37169971513244193,0.3087383998719489,0.09531939955549143,-0.5556856,0.9272851,0.9382308542091321,0.18819827636401087,0.03541859122638462,0.62681323,1.1892272,1.0244506400227045,0.17745502616169517,0.03149028631004792,0.5713663,1.392767,0.24385648509504287,0.16446745890999842,0.027049545040312015,-0.3190173,0.49052152,0.4413901057687941,0.22686692847323753,0.05146860323488107,-0.31781748,0.7329701,1.178520974788093,0.190549144092619,0.036308976314429676,0.7858124,1.5597146,0.5473491280095862,0.10493515787732915,0.011011387358739995,0.31805882,0.754075,-0.3762150350479314,0.08681553847597538,0.007536937720873562,-0.5471498,-0.23154896,-0.20449346081823913,0.1269229854131739,0.016109444226192753,-0.410314,0.1374896,1.3074336452447024,0.06698217465677381,0.004486611721750551,1.1228582,1.4280728,-0.15486387964988646,0.11067028165103877,0.01224791124072025,-0.3820483,0.06075755,-0.8770553036894551,0.10337369122352624,0.010686120037176946,-1.084755,-0.66980016,-0.6693679939291121,0.136468169685882,0.01862356133741468,-0.88298786,-0.23314987,1.2471027012739657,0.06151284355512488,0.0037838299222372686,1.083028,1.3360828,0.1722497607421875,1.8169589539006372,3.301339840159698,-1.0,3.936920166015625,0.2263954345703125,1.8773362501695974,3.5243913962008455,-1.0,3.743316650390625,788.18272,479.80388541497655,230211.76845930793,-1.0,1662.0,484.74848,175.78281682027477,30899.59868927027,-1.0,1031.0,379.8516298083965,175.99891683644455,30975.618727601726,67.0290500000119,849.908750000002,6.537363272092737,6.115184294400658,37.395478954484474,0.326691972908829,20.4215600957866,204.77727888045916,163.8798297287324,26856.598591918326,30.7186325501389,589.881281439542
1,1_7,8.765434700006153,0.7533243496267554,0.29015160495275755,0.08418795385666107,0.2186446,1.2459643,0.6894831167960089,0.24913147723439466,0.062066492948991706,0.14108732,1.1260285,0.9479618064971915,0.4132630018073499,0.17078630866282166,0.0070748464,1.4613574,0.9710224280007391,0.12957999547334847,0.016790975226873013,0.7626984,1.2214345,0.6166810176274945,0.23886071538799802,0.0570544413556662,0.23206246,1.034927,0.179680662845898,0.23806877990921432,0.05667674396746193,-0.24713036,0.5085728,0.476571067018847,0.3533629768301977,0.12486539339429881,-0.33945647,0.8610259,0.7604154483481154,0.24302580641716492,0.059061542584713314,0.4956225,1.1178806,0.9997577189874353,0.12532447087303336,0.01570622299960579,0.75264996,1.2238357,0.2740455495691057,0.1701747025896293,0.028959429401468787,-0.075001284,0.47922525,0.494115108,0.30790094724784,0.09480299331611715,-0.26762572,0.84261584,1.087819194752402,0.2126831355682737,0.04523411615515269,0.7732092,1.2995458,0.5236725972099039,0.07979898163925975,0.006367877470662914,0.38895103,0.70076525,-0.385831531067997,0.09146504598376254,0.008365854636811797,-0.53825575,-0.23074833,-0.22546150735000003,0.15568979080697815,0.024239310961520617,-0.49479365,0.009312133,1.3751125445306724,0.061492115164707886,0.003781280227429697,1.2496662,1.4611087,-0.18043417349741314,0.08408128230206077,0.007069662033558839,-0.3576052,-0.017386142,-0.9429480015410199,0.0821566600766869,0.006749716794956278,-1.077457,-0.8135355,-0.8383381827050999,0.1029605857094853,0.01060088220964027,-1.0867683,-0.72558874,1.1584616483000738,0.10080583079677513,0.010161815522628057,1.0009978,1.4123608,0.08617797097325779,1.7697558565610971,3.1320357918323025,-1.0,3.7867431640625,0.14918420885905567,1.825970332407941,3.334167654833967,-1.0,3.395614624023437,680.606463878327,403.69256264415037,162967.68513420125,-1.0,1417.0,440.62642585551333,195.53146533152142,38232.55393469196,-1.0,1018.0,323.981977386361,133.11129146113993,17718.61591445254,108.363949999999,633.227100000018,5.798685893172009,4.133715212997324,17.087601462165516,0.354881269812648,13.3177268037253,202.0234725908634,151.01380502404254,22805.16930783954,31.1726742305623,776.028649037
1,1_8,8.89840630000981,0.9010175142904655,0.34378272140639576,0.11818655953758753,0.3042703,1.4939085,0.4321852446304509,0.2200354958663881,0.0484156194411673,0.058411013,0.79598767,0.71273319109017,0.3150587206062908,0.09926199743007282,0.11784729,1.1659845,0.7583679972838139,0.11565907944517949,0.013377022658106339,0.6200808,0.9795321,0.7385372201182556,0.28685082302185366,0.0822833946683148,0.28894177,1.2024336,-0.002625202312232086,0.16259209573080646,0.026436189594135736,-0.36173236,0.3104862,0.2834292262642277,0.2210100235432512,0.04884543050658845,-0.36075252,0.5735298,1.0108492502734663,0.08407314192090863,0.007068293192453245,0.7900738,1.1178806,1.0370434064597192,0.11892218228000129,0.014142485438237852,0.7700663,1.1880615,0.12305676669951958,0.09368024555120907,0.008775988406534827,-0.14420909,0.27608335,0.3881406457839246,0.19263868809282064,0.03710966415012304,-0.039227918,0.5961928,1.2088632827420547,0.10024663432223041,0.010049387692934984,1.0071017,1.3665607,0.5395534992756836,0.05960409737463293,0.0035526484238447243,0.43214795,0.6506302,-0.3440490564375462,0.09785831169756153,0.009576249168297107,-0.5557462,-0.13091566,-0.20498569499434593,0.14389563856089324,0.02070595479684723,-0.43759707,0.056989733,1.3471994478566147,0.07976946882535656,0.006363168156679531,1.2823722,1.4563264,-0.13865877551552105,0.0573632981810099,0.0032905479782034536,-0.28164867,-0.043647684,-0.9507568381744271,0.06540448326067207,0.004277746430595532,-1.1434138,-0.87712085,-0.8237559392128604,0.07022311321640978,0.0049312856298047054,-0.98630077,-0.7147345,1.1506021029933482,0.039201085427114084,0.0015367250986638964,1.0975268,1.2209896,0.01969795369923338,1.7250417349338423,2.97576898726356,-1.0,3.8469085693359375,0.07202622774388459,1.8005534050028247,3.241992564267266,-1.0,3.53741455078125,584.2799625468165,468.1742172978491,219187.09774245362,-1.0,1619.0,472.50187265917606,221.95991810425988,49266.20524484975,-1.0,1019.0,391.9885410857099,213.08828536191703,45406.61735848178,74.9973000000173,874.648999999976,7.198830047767983,6.192337760778736,38.34504694356621,0.258292825771366,17.3921468032584,223.92911508856943,178.15372056359726,31738.748150652296,31.3662877970961,734.584050667156
1,1_9,16.455399600003147,0.86223822524094,0.35273754806268826,0.1244237778132773,0.1658657,1.4211844,0.2883087297826882,0.5648469819681351,0.3190521130385107,-0.8612756,0.96695507,0.6378296497423338,0.5580033180210864,0.3113677029225416,-0.4382754,1.3460118,1.0526426851373956,0.2153970288877331,0.04639588005366292,0.4868487,1.3298128,0.767938930350458,0.26429988135767,0.06985442728567844,0.18444104,1.2023553,0.02331551902433294,0.3715343655529169,0.13803778478680848,-0.6904454,0.56608146,0.3319646894312087,0.4155720551154202,0.17270013299285386,-0.529354,0.95766884,0.8661640867124653,0.19977384319075217,0.03990958842320323,0.5384813,1.2778548,1.1126899573715652,0.1773905406917728,0.0314674039269195,0.66794646,1.3767081,0.17031202010334529,0.25487145440635717,0.0649594582712118,-0.43603662,0.49938056,0.4134068238205894,0.3525429756633176,0.12428654968954654,-0.32573617,0.82633793,1.1531426720828355,0.08239583345280267,0.0067890733703819955,0.8709524,1.2825742,0.5405153167542811,0.06830326024960202,0.004665335360724864,0.42463362,0.67702776,-0.3797592400358423,0.10155725573091649,0.010313876191594771,-0.62522304,-0.19358604,-0.24818960168478696,0.13205089047772736,0.017437437675960746,-0.5726672,-0.040845513,1.3489864347072877,0.04851983496592779,0.002354174385120869,1.211634,1.5056832,-0.15860124022565314,0.11074943639502494,0.012265437661815674,-0.39026672,0.05941341,-0.9170661547471127,0.08925270637880262,0.007966045595940753,-1.1817396,-0.76612246,-0.8225042510015931,0.07992274388183472,0.006387644989601348,-1.0192356,-0.7017474,1.1582286961409798,0.06797651631474771,0.004620806770289163,0.85006,1.283926,0.07176219312450553,1.764944140636572,3.1150278195673677,-1.0,4.04620361328125,0.17366519976265823,1.8514166783934085,3.427743717033282,-1.0,3.76837158203125,748.4526582278481,493.6590339548543,243699.24180524,-1.0,1598.0,423.70025316455695,226.66731839170467,51378.07322688642,-1.0,1010.0,483.76766192800176,289.4612642410391,83787.82349602066,66.6009000000195,1149.90615,7.724141691261368,5.586784387099252,31.212159787935963,0.364207235666205,16.9971341014252,227.72329577542186,151.06403397490502,22820.342360771258,34.4085850162636,622.824546507735
